,index,age,gender,education,job,experience,salary,country,race
1607,1607,,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Canada,Black
1608,1608,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,USA,African American
1609,1609,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,China,Chinese
1610,1610,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,UK,Mixed
1611,1611,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,USA,African American
1612,1612,,Female,PhD,Senior Software Engineer,12.0,160000.0,UK,White
1613,1613,24.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Welsh
1614,1614,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,China,Chinese
1615,1615,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,USA,White
1616,1616,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,UK,Mixed
1617,1617,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,UK,Asian
1618,1618,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,USA,White
1619,1619,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,UK,White
1620,1620,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,USA,Hispanic
1621,1621,,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,China,Korean
1622,1622,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,UK,Asian
1623,1623,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Australia,Australian
1624,1624,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Canada,Black
1625,1625,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Canada,White
1626,1626,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,UK,Welsh
1627,1627,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Canada,Black
1628,1628,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Canada,Asian
1629,1629,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Canada,White
1630,1630,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Canada,White
1631,1631,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,USA,African American
1632,1632,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,China,White
1633,1633,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Australia,Asian
1634,1634,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,USA,Hispanic
1635,1635,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Canada,Asian
1636,1636,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,UK,Mixed
1637,1637,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,UK,Mixed
1638,1638,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,USA,African American
1639,1639,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,UK,Asian
1640,1640,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,USA,White
1641,1641,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Canada,Black
1642,1642,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,USA,African American
1643,1643,,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,China,White
1644,1644,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Australia,White
1645,1645,,Male,PhD,Software Engineer Manager,17.0,195000.0,China,Chinese
1646,1646,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,UK,Welsh
1647,1647,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,China,White
1648,1648,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Australia,Asian
1649,1649,36.0,Male,Bachelor's Degree,Front end Developer,7.0,120000.0,UK,Asian
1650,1650,,Female,Master's Degree,Back end Developer,3.0,90000.0,USA,Asian
1651,1651,41.0,Female,PhD,Software Engineer Manager,14.0,180000.0,UK,Asian
1652,1652,33.0,Male,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,UK,Welsh
1653,1653,42.0,Male,PhD,Senior Software Engineer,12.0,170000.0,China,Korean
1654,1654,,Male,Bachelor's Degree,Back end Developer,2.0,70000.0,UK,Welsh
1655,1655,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,China,White
1656,1656,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,Canada,Asian
1657,1657,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,UK,Welsh
1658,1658,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,Canada,Black
1659,1659,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,China,Korean
1660,1660,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,UK,Welsh
1661,1661,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Canada,Black
1662,1662,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,China,Korean
1663,1663,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,China,Chinese
1664,1664,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,UK,White
1665,1665,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Australia,White
1666,1666,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,UK,Welsh
1667,1667,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,Canada,Black
1668,1668,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,UK,Mixed
1669,1669,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,USA,White
1670,1670,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,China,White
1671,1671,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Australia,White
1672,1672,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,UK,White
1673,1673,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Australia,Asian
1674,1674,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,UK,Asian
1675,1675,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,UK,Mixed
1676,1676,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,USA,African American
1677,1677,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,UK,Asian
1678,1678,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,USA,White
1679,1679,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,China,Korean
1680,1680,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,Hispanic
1681,1681,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Australia,Australian
1682,1682,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,UK,Mixed
1683,1683,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,Australia,Asian
1684,1684,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Asian
1685,1685,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,USA,African American
1686,1686,,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,Australia,Asian
1687,1687,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Canada,Black
1688,1688,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,USA,Hispanic
1689,1689,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,UK,Mixed
1690,1690,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,UK,White
1691,1691,,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Australia,Asian
1692,1692,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,African American
1693,1693,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,China,Chinese
1694,1694,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,Australia,Australian
1695,1695,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,USA,Hispanic
1696,1696,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,Canada,Black
1697,1697,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,USA,African American
1698,1698,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,Canada,White
1699,1699,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Australia,Australian
1700,1700,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Australia,White
1701,1701,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,Canada,Black
1702,1702,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,Australia,White
1703,1703,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,White
1704,1704,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,White
1705,1705,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,Australia,Australian
1706,1706,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Canada,Black
1707,1707,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Australia,Asian
1708,1708,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,Canada,Asian
1709,1709,,Male,PhD,Senior Project Engineer,13.0,185000.0,Australia,Australian
1710,1710,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,UK,Asian
1711,1711,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Australia,Australian
1712,1712,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,UK,Asian
1713,1713,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,USA,Asian
1714,1714,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Australia,Asian
1715,1715,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,China,White
1716,1716,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,China,Korean
1717,1717,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,Australia,Asian
1718,1718,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,White
1719,1719,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Australia,Australian
1720,1720,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,Canada,Black
1721,1721,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,UK,Welsh
1722,1722,,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,White
1723,1723,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Australia,Asian
1724,1724,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,China,Chinese
1725,1725,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Australia,White
1726,1726,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Australia,White
1727,1727,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,China,White
1728,1728,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Australia,Asian
1729,1729,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,UK,White
1730,1730,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,Asian
1731,1731,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,USA,Hispanic
1732,1732,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,UK,Mixed
1733,1733,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,USA,African American
1734,1734,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,China,Chinese
1735,1735,,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,UK,Mixed
1736,1736,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,Australia,Asian
1737,1737,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,Asian
1738,1738,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,China,White
1739,1739,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,Australia,Asian
1740,1740,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,Canada,Black
1741,1741,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Canada,Asian
1742,1742,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Australia,Asian
1743,1743,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,Australia,Australian
1744,1744,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Australia,Asian
1745,1745,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,China,Korean
1746,1746,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,UK,Mixed
1747,1747,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Canada,Black
1748,1748,,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,China,Korean
1749,1749,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Canada,Asian
1750,1750,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,USA,White
1751,1751,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,Australia,Australian
1752,1752,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,USA,African American
1753,1753,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,Canada,Asian
1754,1754,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Australia,Asian
1755,1755,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,Canada,White
1756,1756,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Canada,Black
1757,1757,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,USA,White
1758,1758,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,USA,African American
1759,1759,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,USA,African American
1760,1760,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Australia,White
1761,1761,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Australia,White
1762,1762,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,USA,African American
1763,1763,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,USA,Hispanic
1764,1764,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,China,Chinese
1765,1765,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,China,Chinese
1766,1766,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,USA,Asian
1767,1767,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Australia,White
1768,1768,,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Australia,Asian
1769,1769,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,China,Korean
1770,1770,31.0,Male,Bachelor's Degree,Front end Developer,6.0,115000.0,Australia,Australian
1771,1771,42.0,Female,Master's Degree,Software Engineer Manager,13.0,170000.0,Australia,Asian
1772,1772,27.0,Female,Bachelor's Degree,Back end Developer,3.0,80000.0,Canada,Asian
1773,1773,51.0,Male,PhD,Senior Project Engineer,19.0,200000.0,UK,Mixed
1774,1774,34.0,Female,Master's Degree,Full Stack Engineer,7.0,130000.0,Australia,White
1775,1775,38.0,Male,Bachelor's Degree,Software Engineer Manager,11.0,155000.0,Canada,Asian
1776,1776,29.0,Male,Bachelor's Degree,Front end Developer,5.0,105000.0,China,White
1777,1777,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,Australia,Australian
1778,1778,36.0,Male,Master's Degree,Back end Developer,8.0,140000.0,USA,African American
1779,1779,48.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Australia,Asian
1780,1780,35.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,Australia,White
1781,1781,30.0,Female,Master's Degree,Front end Developer,4.0,90000.0,China,Chinese
1782,1782,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,Australia,Australian
1783,1783,29.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,USA,Asian
1784,1784,41.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,China,White
1785,1785,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,UK,Welsh
1786,1786,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,UK,Mixed
1787,1787,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,USA,African American
1788,1788,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,USA,African American
1789,1789,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,UK,Mixed
1790,1790,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,Canada,White
1791,1791,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Canada,Black
1792,1792,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,UK,Mixed
1793,1793,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Australia,Asian
1794,1794,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,Australia,Australian
1795,1795,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,Canada,White
1796,1796,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,China,Chinese
1797,1797,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Canada,White
1798,1798,,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Canada,White
1799,1799,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,UK,Mixed
1800,1800,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,USA,African American
1801,1801,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,USA,Hispanic
1802,1802,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Australia,Asian
1803,1803,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,China,Korean
1804,1804,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,China,Chinese
1805,1805,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,USA,White
1806,1806,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,UK,White
1807,1807,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,USA,Hispanic
1808,1808,,Male,PhD,Software Engineer Manager,16.0,185000.0,UK,White
1809,1809,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,UK,Welsh
1810,1810,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,UK,Welsh
1811,1811,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,USA,African American
1812,1812,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,USA,Hispanic
1813,1813,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Asian
1814,1814,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,Australia,Asian
1815,1815,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,China,Chinese
1816,1816,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,Canada,Black
1817,1817,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,China,Korean
1818,1818,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,USA,White
1819,1819,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,USA,Asian
1820,1820,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Canada,Black
1821,1821,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,UK,Welsh
1822,1822,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Australia,Australian
1823,1823,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,Canada,Asian
1824,1824,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Mixed
1825,1825,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,China,Chinese
1826,1826,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,China,Korean
1827,1827,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,UK,Welsh
1828,1828,,Male,Master's Degree,Back end Developer,9.0,150000.0,Australia,Australian
1829,1829,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,China,Korean
1830,1830,,Male,PhD,Software Engineer Manager,16.0,185000.0,USA,African American
1831,1831,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,China,White
1832,1832,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,China,Korean
1833,1833,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Canada,Asian
1834,1834,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,China,Korean
1835,1835,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,Asian
1836,1836,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,Australia,Australian
1837,1837,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Canada,Asian
1838,1838,,Female,PhD,Senior Project Engineer,17.0,195000.0,Canada,Black
1839,1839,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,Canada,Asian
1840,1840,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Australia,Australian
1841,1841,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,China,Chinese
1842,1842,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Australia,Asian
1843,1843,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Canada,Asian
